-183.622, 78.780, 1.138,  1.765
-183.617, 78.742, 1.141,  1.798
-183.613, 78.704, 1.144,  1.831
-183.609, 78.666, 1.147,  1.864
-183.604, 78.628, 1.150,  1.897
-183.600, 78.590, 1.153,  1.930
-183.596, 78.552, 1.156,  1.963
-183.592, 78.513, 1.159,  1.996
-183.587, 78.475, 1.162,  2.029
-183.583, 78.436, 1.166,  2.062
-183.579, 78.397, 1.169,  2.095
-183.574, 78.359, 1.173,  2.128
-183.570, 78.320, 1.176,  2.161
-183.566, 78.281, 1.179,  2.194
-183.561, 78.242, 1.183,  2.227
-183.557, 78.202, 1.186,  2.260
-183.553, 78.163, 1.190,  2.293
-183.548, 78.123, 1.193,  2.326
-183.544, 78.084, 1.197,  2.359
-183.540, 78.044, 1.200,  2.392
-183.535, 78.004, 1.204,  2.425
-183.531, 77.964, 1.207,  2.458
-183.527, 77.924, 1.211,  2.491
-183.523, 77.884, 1.214,  2.524
-183.519, 77.843, 1.218,  2.557
-183.514, 77.803, 1.222,  2.590
-183.510, 77.762, 1.225,  2.623
-183.506, 77.722, 1.229,  2.656
-183.502, 77.681, 1.232,  2.689
-183.498, 77.640, 1.236,  2.722
-183.493, 77.599, 1.239,  2.755
-183.489, 77.558, 1.243,  2.788
-183.485, 77.516, 1.247,  2.821
-183.481, 77.475, 1.250,  2.854
-183.476, 77.433, 1.254,  2.887
-183.472, 77.392, 1.258,  2.920
-183.468, 77.350, 1.261,  2.953
-183.463, 77.308, 1.265,  2.986
-183.459, 77.266, 1.269,  3.019
-183.455, 77.224, 1.272,  3.052
-183.450, 77.181, 1.276,  3.085
-183.446, 77.139, 1.280,  3.118
-183.442, 77.097, 1.284,  3.151
-183.437, 77.054, 1.287,  3.184
-183.433, 77.011, 1.291,  3.217
-183.429, 76.968, 1.295,  3.250
-183.425, 76.925, 1.299,  3.283
-183.420, 76.882, 1.302,  3.316
-183.416, 76.839, 1.306,  3.349
-183.412, 76.795, 1.310,  3.382
-183.408, 76.752, 1.314,  3.415
-183.404, 76.708, 1.318,  3.448
-183.399, 76.664, 1.321,  3.481
-183.395, 76.620, 1.325,  3.514
-183.391, 76.576, 1.329,  3.547
-183.387, 76.532, 1.333,  3.580
-183.382, 76.488, 1.337,  3.613
-183.378, 76.443, 1.341,  3.646
-183.374, 76.398, 1.345,  3.679
-183.370, 76.354, 1.349,  3.712
-183.365, 76.309, 1.353,  3.745
-183.361, 76.264, 1.357,  3.778
-183.357, 76.219, 1.360,  3.811
-183.352, 76.174, 1.364,  3.844
-183.348, 76.128, 1.368,  3.877
-183.343, 76.083, 1.372,  3.910
-183.339, 76.037, 1.376,  3.943
-183.335, 75.991, 1.380,  3.976
-183.330, 75.945, 1.384,  4.009
-183.326, 75.899, 1.388,  4.042
-183.322, 75.853, 1.392,  4.075
-183.318, 75.807, 1.396,  4.108
-183.313, 75.760, 1.400,  4.141
-183.309, 75.714, 1.404,  4.174
-183.305, 75.667, 1.409,  4.207
-183.301, 75.620, 1.413,  4.240
-183.296, 75.573, 1.417,  4.273
-183.292, 75.526, 1.421,  4.306
-183.288, 75.479, 1.425,  4.339
-183.284, 75.431, 1.429,  4.372
-183.279, 75.384, 1.433,  4.405
-183.275, 75.336, 1.437,  4.438
-183.271, 75.288, 1.442,  4.471
-183.266, 75.240, 1.446,  4.504
-183.262, 75.192, 1.450,  4.537
-183.257, 75.144, 1.454,  4.570
-183.253, 75.096, 1.458,  4.603
-183.248, 75.047, 1.463,  4.636
-183.244, 74.998, 1.467,  4.669
-183.240, 74.950, 1.471,  4.702
-183.236, 74.901, 1.475,  4.735
-183.231, 74.851, 1.480,  4.768
-183.227, 74.802, 1.484,  4.801
-183.223, 74.753, 1.488,  4.834
-183.219, 74.703, 1.492,  4.867
-183.214, 74.654, 1.497,  4.900
-183.210, 74.604, 1.501,  4.933
-183.206, 74.554, 1.505,  4.966
-183.201, 74.504, 1.510,  4.999
-183.197, 74.453, 1.514,  5.032
-183.193, 74.403, 1.519,  5.065
-183.188, 74.353, 1.523,  5.098
-183.184, 74.302, 1.527,  5.131
-183.179, 74.251, 1.532,  5.164
-183.175, 74.200, 1.536,  5.197
-183.171, 74.149, 1.541,  5.230
-183.166, 74.098, 1.545,  5.263
-183.162, 74.046, 1.550,  5.296
-183.157, 73.995, 1.554,  5.329
-183.153, 73.943, 1.559,  5.362
-183.148, 73.891, 1.563,  5.395
-183.144, 73.839, 1.567,  5.428
-183.140, 73.787, 1.572,  5.461
-183.136, 73.734, 1.576,  5.494
-183.131, 73.682, 1.581,  5.527
-183.127, 73.629, 1.586,  5.560
-183.123, 73.576, 1.590,  5.593
-183.118, 73.523, 1.595,  5.626
-183.114, 73.470, 1.599,  5.659
-183.110, 73.417, 1.604,  5.692
-183.105, 73.364, 1.609,  5.725
-183.101, 73.310, 1.613,  5.758
-183.096, 73.256, 1.618,  5.791
-183.092, 73.203, 1.623,  5.824
-183.087, 73.149, 1.627,  5.857
-183.083, 73.094, 1.632,  5.890
-183.079, 73.040, 1.637,  5.923
-183.074, 72.986, 1.641,  5.956
-183.070, 72.931, 1.646,  5.989
-183.065, 72.876, 1.651,  6.022
-183.061, 72.821, 1.655,  6.055
-183.057, 72.766, 1.660,  6.088
-183.052, 72.711, 1.665,  6.121
-183.048, 72.655, 1.670,  6.154
-183.044, 72.600, 1.675,  6.187
-183.039, 72.544, 1.679,  6.220
-183.035, 72.488, 1.684,  6.253
-183.031, 72.432, 1.689,  6.286
-183.026, 72.375, 1.694,  6.319
-183.022, 72.319, 1.699,  6.352
-183.017, 72.262, 1.704,  6.385
-183.013, 72.206, 1.709,  6.418
-183.008, 72.149, 1.714,  6.451
-183.004, 72.092, 1.719,  6.484
-183.000, 72.034, 1.724,  6.517
-182.995, 71.977, 1.729,  6.550
-182.991, 71.919, 1.733,  6.583
-182.986, 71.862, 1.738,  6.616
-182.982, 71.804, 1.743,  6.649
-182.978, 71.746, 1.748,  6.682
-182.973, 71.687, 1.753,  6.715
-182.969, 71.629, 1.758,  6.748
-182.965, 71.570, 1.764,  6.781
-182.960, 71.512, 1.769,  6.814
-182.956, 71.453, 1.774,  6.847
-182.951, 71.394, 1.779,  6.880
-182.947, 71.334, 1.784,  6.913
-182.943, 71.275, 1.789,  6.946
-182.938, 71.215, 1.794,  6.979
-182.934, 71.156, 1.799,  7.012
-182.929, 71.096, 1.805,  7.045
-182.925, 71.036, 1.810,  7.078
-182.920, 70.975, 1.815,  7.111
-182.916, 70.915, 1.820,  7.144
-182.912, 70.854, 1.825,  7.177
-182.907, 70.793, 1.831,  7.210
-182.903, 70.732, 1.836,  7.243
-182.899, 70.671, 1.841,  7.276
-182.894, 70.610, 1.846,  7.309
-182.890, 70.548, 1.852,  7.342
-182.886, 70.486, 1.857,  7.375
-182.881, 70.425, 1.862,  7.408
-182.877, 70.363, 1.868,  7.441
-182.873, 70.300, 1.873,  7.474
-182.868, 70.238, 1.878,  7.507
-182.864, 70.175, 1.884,  7.540
-182.859, 70.113, 1.889,  7.573
-182.855, 70.050, 1.894,  7.606
-182.850, 69.986, 1.900,  7.639
-182.846, 69.923, 1.905,  7.672
-182.841, 69.860, 1.911,  7.705
-182.837, 69.796, 1.916,  7.738
-182.833, 69.732, 1.922,  7.771
-182.829, 69.668, 1.927,  7.804
-182.824, 69.604, 1.933,  7.837
-182.820, 69.539, 1.938,  7.870
-182.816, 69.475, 1.944,  7.903
-182.811, 69.410, 1.949,  7.936
-182.807, 69.345, 1.955,  7.969
-182.803, 69.280, 1.960,  8.002
-182.798, 69.214, 1.966,  8.035
-182.794, 69.149, 1.972,  8.068
-182.789, 69.083, 1.977,  8.101
-182.785, 69.017, 1.983,  8.134
-182.780, 68.951, 1.989,  8.167
-182.776, 68.885, 1.994,  8.200
-182.772, 68.818, 2.000,  8.233
-182.767, 68.752, 2.006,  8.266
-182.763, 68.685, 2.011,  8.299
-182.759, 68.618, 2.017,  8.332
-182.754, 68.551, 2.023,  8.365
-182.750, 68.483, 2.029,  8.398
-182.746, 68.416, 2.035,  8.431
-182.742, 68.348, 2.040,  8.464
-182.737, 68.280, 2.046,  8.497
-182.733, 68.211, 2.052,  8.530
-182.728, 68.143, 2.058,  8.563
-182.724, 68.074, 2.064,  8.596
-182.720, 68.006, 2.070,  8.629
-182.715, 67.937, 2.076,  8.662
-182.711, 67.867, 2.082,  8.695
-182.706, 67.798, 2.088,  8.728
-182.702, 67.728, 2.093,  8.761
-182.698, 67.659, 2.099,  8.794
-182.694, 67.589, 2.106,  8.827
-182.689, 67.518, 2.112,  8.860
-182.685, 67.448, 2.118,  8.893
-182.681, 67.377, 2.124,  8.926
-182.677, 67.307, 2.130,  8.959
-182.672, 67.236, 2.136,  8.992
-182.668, 67.164, 2.142,  9.025
-182.664, 67.093, 2.148,  9.058
-182.659, 67.021, 2.154,  9.091
-182.655, 66.949, 2.160,  9.124
-182.651, 66.877, 2.166,  9.157
-182.646, 66.805, 2.172,  9.190
-182.642, 66.733, 2.179,  9.223
-182.637, 66.660, 2.185,  9.256
-182.633, 66.587, 2.191,  9.289
-182.628, 66.514, 2.197,  9.322
-182.624, 66.441, 2.204,  9.355
-182.620, 66.367, 2.210,  9.388
-182.615, 66.294, 2.216,  9.421
-182.611, 66.220, 2.223,  9.454
-182.606, 66.146, 2.229,  9.487
-182.602, 66.071, 2.235,  9.520
-182.597, 65.997, 2.242,  9.553
-182.592, 65.922, 2.248,  9.586
-182.588, 65.847, 2.254,  9.619
-182.583, 65.772, 2.261,  9.652
-182.579, 65.697, 2.267,  9.685
-182.575, 65.621, 2.274,  9.718
-182.570, 65.545, 2.280,  9.751
-182.566, 65.469, 2.287,  9.784
-182.561, 65.393, 2.293,  9.817
-182.557, 65.316, 2.300,  9.850
-182.553, 65.240, 2.306,  9.883
-182.548, 65.163, 2.313,  9.916
-182.544, 65.086, 2.319,  9.949
-182.539, 65.008, 2.326,  9.982
-182.535, 64.931, 2.332, 10.015
-182.530, 64.853, 2.339, 10.048
-182.526, 64.775, 2.346, 10.081
-182.521, 64.697, 2.352, 10.114
-182.517, 64.618, 2.359, 10.147
-182.513, 64.540, 2.366, 10.180
-182.508, 64.461, 2.372, 10.213
-182.504, 64.382, 2.379, 10.246
-182.500, 64.302, 2.386, 10.279
-182.495, 64.223, 2.392, 10.312
-182.491, 64.143, 2.399, 10.345
-182.487, 64.063, 2.406, 10.378
-182.482, 63.983, 2.413, 10.411
-182.478, 63.902, 2.420, 10.444
-182.473, 63.821, 2.426, 10.477
-182.469, 63.740, 2.433, 10.510
-182.465, 63.659, 2.440, 10.543
-182.460, 63.578, 2.447, 10.576
-182.456, 63.496, 2.454, 10.609
-182.452, 63.414, 2.461, 10.642
-182.448, 63.332, 2.468, 10.675
-182.443, 63.250, 2.475, 10.708
-182.439, 63.167, 2.482, 10.741
-182.435, 63.084, 2.489, 10.774
-182.431, 63.001, 2.496, 10.807
-182.426, 62.918, 2.503, 10.840
-182.422, 62.835, 2.510, 10.873
-182.418, 62.751, 2.518, 10.906
-182.413, 62.667, 2.525, 10.939
-182.409, 62.583, 2.532, 10.972
-182.405, 62.498, 2.539, 11.005
-182.400, 62.414, 2.546, 11.038
-182.396, 62.329, 2.553, 11.071
-182.392, 62.243, 2.561, 11.104
-182.388, 62.158, 2.568, 11.137
-182.384, 62.072, 2.575, 11.170
-182.380, 61.986, 2.583, 11.203
-182.375, 61.900, 2.590, 11.236
-182.371, 61.814, 2.597, 11.269
-182.367, 61.727, 2.605, 11.302
-182.363, 61.640, 2.612, 11.335
-182.358, 61.553, 2.619, 11.368
-182.354, 61.466, 2.627, 11.401
-182.350, 61.378, 2.634, 11.434
-182.346, 61.290, 2.642, 11.467
-182.342, 61.202, 2.649, 11.500
-182.338, 61.113, 2.657, 11.533
-182.334, 61.025, 2.664, 11.566
-182.330, 60.936, 2.672, 11.599
-182.325, 60.847, 2.679, 11.632
-182.321, 60.757, 2.687, 11.665
-182.317, 60.668, 2.695, 11.698
-182.313, 60.578, 2.702, 11.731
-182.309, 60.488, 2.710, 11.764
-182.305, 60.397, 2.718, 11.797
-182.301, 60.306, 2.725, 11.830
-182.297, 60.216, 2.733, 11.863
-182.293, 60.124, 2.741, 11.896
-182.289, 60.033, 2.749, 11.929
-182.285, 59.941, 2.757, 11.962
-182.280, 59.849, 2.765, 11.995
-182.276, 59.757, 2.773, 12.028
-182.272, 59.664, 2.781, 12.061
-182.268, 59.571, 2.789, 12.094
-182.264, 59.478, 2.797, 12.127
-182.260, 59.385, 2.805, 12.160
-182.256, 59.291, 2.813, 12.193
-182.252, 59.198, 2.821, 12.226
-182.248, 59.103, 2.829, 12.259
-182.244, 59.009, 2.837, 12.292
-182.240, 58.914, 2.845, 12.325
-182.236, 58.819, 2.853, 12.358
-182.233, 58.724, 2.862, 12.391
-182.229, 58.629, 2.870, 12.424
-182.224, 58.533, 2.878, 12.457
-182.220, 58.437, 2.886, 12.490
-182.217, 58.340, 2.895, 12.523
-182.213, 58.244, 2.903, 12.556
-182.209, 58.147, 2.911, 12.589
-182.205, 58.050, 2.920, 12.622
-182.201, 57.952, 2.928, 12.655
-182.197, 57.854, 2.937, 12.688
-182.193, 57.756, 2.945, 12.721
-182.189, 57.658, 2.954, 12.754
-182.186, 57.560, 2.962, 12.787
-182.182, 57.461, 2.971, 12.820
-182.178, 57.362, 2.979, 12.853
-182.174, 57.262, 2.988, 12.886
-182.170, 57.162, 2.997, 12.919
-182.166, 57.062, 3.005, 12.952
-182.163, 56.962, 3.014, 12.985
-182.159, 56.861, 3.023, 13.018
-182.155, 56.760, 3.031, 13.051
-182.151, 56.659, 3.040, 13.084
-182.147, 56.558, 3.049, 13.117
-182.143, 56.456, 3.058, 13.150
-182.140, 56.354, 3.067, 13.183
-182.136, 56.251, 3.076, 13.216
-182.132, 56.149, 3.085, 13.249
-182.128, 56.046, 3.094, 13.282
-182.125, 55.943, 3.103, 13.315
-182.121, 55.839, 3.112, 13.348
-182.117, 55.735, 3.121, 13.381
-182.114, 55.631, 3.130, 13.414
-182.110, 55.526, 3.139, 13.447
-182.106, 55.422, 3.148, 13.480
-182.102, 55.316, 3.157, 13.513
-182.099, 55.211, 3.166, 13.546
-182.095, 55.105, 3.176, 13.579
-182.091, 54.999, 3.185, 13.612
-182.088, 54.893, 3.194, 13.645
-182.084, 54.786, 3.204, 13.678
-182.080, 54.679, 3.213, 13.711
-182.077, 54.572, 3.222, 13.744
-182.073, 54.464, 3.232, 13.777
-182.069, 54.357, 3.241, 13.810
-182.066, 54.248, 3.251, 13.843
-182.062, 54.140, 3.260, 13.876
-182.059, 54.031, 3.270, 13.909
-182.055, 53.922, 3.279, 13.942
-182.052, 53.812, 3.289, 13.975
-182.048, 53.702, 3.299, 14.008
-182.045, 53.592, 3.308, 14.041
-182.041, 53.482, 3.318, 14.074
-182.037, 53.371, 3.328, 14.107
-182.034, 53.260, 3.338, 14.140
-182.030, 53.148, 3.347, 14.173
-182.027, 53.037, 3.357, 14.206
-182.023, 52.925, 3.367, 14.239
-182.020, 52.812, 3.377, 14.272
-182.016, 52.699, 3.387, 14.305
-182.013, 52.586, 3.397, 14.338
-182.009, 52.473, 3.407, 14.371
-182.006, 52.359, 3.417, 14.404
-182.003, 52.245, 3.427, 14.437
-181.999, 52.131, 3.437, 14.470
-181.996, 52.016, 3.447, 14.503
-181.992, 51.901, 3.457, 14.536
-181.989, 51.785, 3.467, 14.569
-181.986, 51.670, 3.478, 14.602
-181.982, 51.553, 3.488, 14.635
-181.979, 51.437, 3.498, 14.668
-181.975, 51.320, 3.508, 14.701
-181.972, 51.203, 3.519, 14.734
-181.969, 51.085, 3.529, 14.767
-181.965, 50.968, 3.540, 14.800
-181.962, 50.849, 3.550, 14.833
-181.959, 50.731, 3.560, 14.866
-181.955, 50.612, 3.571, 14.899
-181.952, 50.493, 3.582, 14.932
-181.949, 50.373, 3.592, 14.965
-181.945, 50.253, 3.603, 14.998
-181.942, 50.133, 3.613, 15.031
-181.939, 50.012, 3.624, 15.064
-181.935, 49.891, 3.635, 15.097
-181.932, 49.770, 3.646, 15.130
-181.929, 49.648, 3.657, 15.163
-181.926, 49.526, 3.667, 15.196
-181.922, 49.403, 3.678, 15.229
-181.919, 49.280, 3.689, 15.262
-181.916, 49.157, 3.700, 15.295
-181.913, 49.034, 3.711, 15.328
-181.910, 48.910, 3.722, 15.361
-181.906, 48.785, 3.733, 15.394
-181.903, 48.661, 3.744, 15.427
-181.900, 48.536, 3.756, 15.460
-181.897, 48.410, 3.767, 15.493
-181.894, 48.284, 3.778, 15.526
-181.891, 48.158, 3.789, 15.559
-181.888, 48.032, 3.801, 15.592
-181.884, 47.905, 3.812, 15.625
-181.881, 47.777, 3.823, 15.658
-181.878, 47.650, 3.835, 15.691
-181.875, 47.522, 3.846, 15.724
-181.872, 47.393, 3.858, 15.757
-181.869, 47.264, 3.869, 15.790
-181.866, 47.135, 3.881, 15.823
-181.863, 47.006, 3.892, 15.856
-181.860, 46.876, 3.904, 15.889
-181.857, 46.745, 3.915, 15.922
-181.854, 46.614, 3.927, 15.955
-181.851, 46.483, 3.938, 15.988
-181.848, 46.352, 3.950, 16.021
-181.845, 46.220, 3.961, 16.054
-181.842, 46.087, 3.973, 16.087
-181.839, 45.955, 3.985, 16.120
-181.836, 45.822, 3.996, 16.153
-181.833, 45.688, 4.008, 16.186
-181.830, 45.554, 4.019, 16.219
-181.827, 45.420, 4.031, 16.252
-181.824, 45.285, 4.043, 16.285
-181.821, 45.150, 4.054, 16.318
-181.818, 45.015, 4.066, 16.351
-181.815, 44.879, 4.078, 16.384
-181.812, 44.743, 4.090, 16.417
-181.809, 44.606, 4.101, 16.450
-181.807, 44.469, 4.113, 16.483
-181.804, 44.332, 4.125, 16.516
-181.801, 44.194, 4.137, 16.549
-181.798, 44.056, 4.149, 16.582
-181.795, 43.918, 4.161, 16.615
-181.792, 43.779, 4.173, 16.648
-181.790, 43.639, 4.185, 16.681
-181.787, 43.499, 4.197, 16.714
-181.784, 43.359, 4.210, 16.747
-181.781, 43.219, 4.222, 16.780
-181.779, 43.078, 4.234, 16.813
-181.776, 42.936, 4.246, 16.846
-181.773, 42.794, 4.259, 16.879
-181.770, 42.652, 4.271, 16.912
-181.767, 42.509, 4.283, 16.945
-181.765, 42.366, 4.296, 16.978
-181.762, 42.223, 4.308, 17.011
-181.759, 42.079, 4.321, 17.044
-181.757, 41.935, 4.333, 17.077
-181.754, 41.790, 4.346, 17.110
-181.751, 41.645, 4.359, 17.143
-181.749, 41.499, 4.371, 17.176
-181.746, 41.353, 4.384, 17.209
-181.743, 41.207, 4.397, 17.242
-181.741, 41.060, 4.410, 17.275
-181.738, 40.913, 4.423, 17.308
-181.736, 40.765, 4.435, 17.341
-181.733, 40.617, 4.448, 17.374
-181.730, 40.468, 4.461, 17.407
-181.728, 40.319, 4.474, 17.440
-181.725, 40.170, 4.487, 17.473
-181.723, 40.020, 4.500, 17.506
-181.720, 39.869, 4.513, 17.539
-181.718, 39.719, 4.527, 17.572
-181.715, 39.567, 4.540, 17.605
-181.712, 39.416, 4.553, 17.638
-181.710, 39.264, 4.566, 17.671
-181.707, 39.111, 4.580, 17.704
-181.705, 38.958, 4.593, 17.737
-181.702, 38.805, 4.607, 17.770
-181.700, 38.651, 4.620, 17.803
-181.697, 38.497, 4.634, 17.836
-181.695, 38.342, 4.647, 17.869
-181.692, 38.187, 4.661, 17.902
-181.690, 38.031, 4.675, 17.935
-181.688, 37.875, 4.688, 17.968
-181.685, 37.718, 4.702, 18.001
-181.683, 37.561, 4.716, 18.034
-181.680, 37.404, 4.730, 18.067
-181.678, 37.246, 4.744, 18.100
-181.675, 37.087, 4.758, 18.133
-181.673, 36.928, 4.772, 18.166
-181.671, 36.769, 4.785, 18.199
-181.668, 36.609, 4.800, 18.232
-181.666, 36.449, 4.814, 18.265
-181.663, 36.288, 4.828, 18.298
-181.661, 36.127, 4.842, 18.331
-181.659, 35.965, 4.856, 18.364
-181.656, 35.803, 4.870, 18.397
-181.654, 35.640, 4.885, 18.430
-181.652, 35.477, 4.899, 18.463
-181.649, 35.313, 4.914, 18.496
-181.647, 35.149, 4.928, 18.529
-181.645, 34.984, 4.943, 18.562
-181.642, 34.819, 4.957, 18.595
-181.640, 34.654, 4.972, 18.628
-181.638, 34.488, 4.986, 18.661
-181.636, 34.321, 5.001, 18.694
-181.633, 34.154, 5.016, 18.727
-181.631, 33.986, 5.031, 18.760
-181.629, 33.818, 5.046, 18.793
-181.627, 33.650, 5.061, 18.826
-181.624, 33.481, 5.075, 18.859
-181.622, 33.311, 5.089, 18.892
-181.620, 33.141, 5.096, 18.925
-181.618, 32.972, 5.089, 18.958
-181.615, 32.802, 5.074, 18.991
-181.613, 32.633, 5.063, 19.024
-181.611, 32.464, 5.059, 19.057
-181.609, 32.295, 5.060, 19.090
-181.607, 32.126, 5.067, 19.123
-181.605, 31.957, 5.078, 19.156
-181.603, 31.787, 5.093, 19.189
-181.601, 31.616, 5.112, 19.222
-181.598, 31.445, 5.134, 19.255
-181.596, 31.273, 5.153, 19.288
-181.594, 31.101, 5.163, 19.321
-181.592, 30.928, 5.173, 19.354
-181.590, 30.756, 5.186, 19.387
-181.588, 30.582, 5.202, 19.420
-181.586, 30.408, 5.221, 19.453
-181.584, 30.234, 5.241, 19.486
-181.582, 30.059, 5.263, 19.519
-181.580, 29.883, 5.286, 19.552
-181.578, 29.706, 5.310, 19.585
-181.576, 29.528, 5.335, 19.618
-181.574, 29.349, 5.360, 19.651
-181.572, 29.170, 5.385, 19.684
-181.570, 28.990, 5.410, 19.717
-181.568, 28.809, 5.435, 19.750
-181.566, 28.627, 5.459, 19.783
-181.565, 28.444, 5.482, 19.816
-181.563, 28.261, 5.505, 19.849
-181.561, 28.077, 5.527, 19.882
-181.559, 27.892, 5.548, 19.915
-181.557, 27.707, 5.569, 19.948
-181.555, 27.521, 5.589, 19.981
-181.553, 27.334, 5.608, 20.014
-181.551, 27.147, 5.626, 20.047
-181.549, 26.959, 5.644, 20.080
-181.547, 26.770, 5.661, 20.113
-181.545, 26.581, 5.678, 20.146
-181.543, 26.391, 5.694, 20.179
-181.541, 26.201, 5.711, 20.212
-181.539, 26.011, 5.727, 20.245
-181.537, 25.819, 5.743, 20.278
-181.536, 25.627, 5.759, 20.311
-181.534, 25.435, 5.775, 20.344
-181.532, 25.242, 5.791, 20.377
-181.530, 25.049, 5.807, 20.410
-181.528, 24.855, 5.823, 20.443
-181.526, 24.660, 5.840, 20.476
-181.525, 24.465, 5.857, 20.509
-181.523, 24.270, 5.874, 20.542
-181.521, 24.074, 5.891, 20.575
-181.519, 23.877, 5.908, 20.608
-181.517, 23.679, 5.926, 20.641
-181.516, 23.481, 5.944, 20.674
-181.514, 23.283, 5.962, 20.707
-181.512, 23.084, 5.980, 20.740
-181.510, 22.884, 5.999, 20.773
-181.508, 22.683, 6.017, 20.806
-181.507, 22.482, 6.036, 20.839
-181.505, 22.281, 6.055, 20.872
-181.503, 22.078, 6.074, 20.905
-181.501, 21.875, 6.093, 20.938
-181.500, 21.672, 6.112, 20.971
-181.498, 21.468, 6.132, 21.004
-181.496, 21.263, 6.151, 21.037
-181.494, 21.057, 6.170, 21.070
-181.493, 20.851, 6.190, 21.103
-181.491, 20.644, 6.209, 21.136
-181.489, 20.437, 6.228, 21.169
-181.488, 20.229, 6.248, 21.202
-181.486, 20.020, 6.267, 21.235
-181.484, 19.810, 6.287, 21.268
-181.483, 19.600, 6.306, 21.301
-181.481, 19.390, 6.326, 21.334
-181.479, 19.178, 6.345, 21.367
-181.478, 18.966, 6.365, 21.400
-181.476, 18.754, 6.385, 21.433
-181.474, 18.540, 6.404, 21.466
-181.473, 18.326, 6.424, 21.499
-181.471, 18.112, 6.444, 21.532
-181.469, 17.896, 6.464, 21.565
-181.468, 17.680, 6.484, 21.598
-181.466, 17.464, 6.504, 21.631
-181.465, 17.247, 6.524, 21.664
-181.463, 17.029, 6.544, 21.697
-181.461, 16.810, 6.564, 21.730
-181.460, 16.591, 6.584, 21.763
-181.458, 16.371, 6.605, 21.796
-181.457, 16.150, 6.625, 21.829
-181.455, 15.929, 6.646, 21.862
-181.453, 15.707, 6.666, 21.895
-181.452, 15.484, 6.687, 21.928
-181.450, 15.260, 6.708, 21.961
-181.449, 15.036, 6.729, 21.994
-181.447, 14.811, 6.750, 22.027
-181.446, 14.586, 6.771, 22.060
-181.444, 14.360, 6.792, 22.093
-181.443, 14.133, 6.813, 22.126
-181.441, 13.905, 6.834, 22.159
-181.440, 13.677, 6.855, 22.192
-181.438, 13.448, 6.876, 22.225
-181.437, 13.218, 6.898, 22.258
-181.435, 12.988, 6.919, 22.291
-181.434, 12.756, 6.940, 22.324
-181.432, 12.525, 6.962, 22.357
-181.431, 12.292, 6.983, 22.390
-181.429, 12.059, 7.004, 22.423
-181.428, 11.825, 7.025, 22.456
-181.426, 11.590, 7.047, 22.489
-181.425, 11.355, 7.068, 22.522
-181.423, 11.118, 7.089, 22.555
-181.422, 10.882, 7.110, 22.588
-181.421, 10.644, 7.132, 22.621
-181.419, 10.406, 7.153, 22.654
-181.418, 10.167, 7.175, 22.687
-181.416, 9.927, 7.196, 22.720
-181.415, 9.687, 7.218, 22.753
-181.413, 9.446, 7.240, 22.786
-181.412, 9.204, 7.262, 22.819
-181.411, 8.961, 7.284, 22.852
-181.409, 8.718, 7.307, 22.885
-181.408, 8.473, 7.329, 22.918
-181.406, 8.229, 7.352, 22.951
-181.405, 7.983, 7.374, 22.984
-181.404, 7.737, 7.397, 23.017
-181.402, 7.489, 7.420, 23.050
