193.780, 129.114, 8.333, 19.130 False
193.502, 129.117, 8.333, 19.163 False
193.224, 129.119, 8.333, 19.196 False
192.946, 129.122, 8.333, 19.229 False
192.668, 129.125, 8.333, 19.262 False
192.391, 129.128, 8.333, 19.295 False
192.113, 129.130, 8.333, 19.328 False
191.835, 129.133, 8.333, 19.361 False
191.557, 129.136, 8.333, 19.394 False
191.280, 129.139, 8.333, 19.427 False
191.002, 129.142, 8.333, 19.460 False
190.724, 129.145, 8.333, 19.493 False
190.446, 129.148, 8.333, 19.526 False
190.169, 129.151, 8.333, 19.559 False
189.891, 129.154, 8.333, 19.592 False
189.613, 129.157, 8.333, 19.625 False
189.335, 129.160, 8.333, 19.658 False
189.058, 129.163, 8.333, 19.691 False
188.780, 129.166, 8.333, 19.724 False
188.502, 129.169, 8.333, 19.757 False
188.225, 129.173, 8.333, 19.790 False
187.947, 129.176, 8.333, 19.823 False
187.669, 129.179, 8.333, 19.856 False
187.391, 129.182, 8.333, 19.889 False
187.114, 129.186, 8.333, 19.922 False
186.836, 129.189, 8.333, 19.955 False
186.558, 129.192, 8.333, 19.988 False
186.280, 129.196, 8.333, 20.021 False
186.003, 129.199, 8.333, 20.054 False
185.725, 129.202, 8.333, 20.087 False
185.447, 129.206, 8.333, 20.120 False
185.169, 129.209, 8.333, 20.153 False
184.892, 129.212, 8.333, 20.186 False
184.614, 129.216, 8.333, 20.219 False
184.336, 129.219, 8.333, 20.252 False
184.059, 129.223, 8.333, 20.285 False
183.781, 129.226, 8.333, 20.318 False
183.503, 129.230, 8.333, 20.351 False
183.225, 129.233, 8.333, 20.384 False
182.948, 129.237, 8.333, 20.417 False
182.670, 129.240, 8.333, 20.450 False
182.392, 129.244, 8.333, 20.483 False
182.114, 129.247, 8.333, 20.516 False
181.837, 129.251, 8.333, 20.549 False
181.559, 129.254, 8.333, 20.582 False
181.281, 129.258, 8.333, 20.615 False
181.003, 129.262, 8.333, 20.648 False
180.726, 129.265, 8.333, 20.681 False
180.448, 129.269, 8.333, 20.714 False
180.170, 129.272, 8.333, 20.747 False
179.893, 129.276, 8.333, 20.780 False
179.615, 129.279, 8.333, 20.813 False
179.337, 129.283, 8.333, 20.846 False
179.059, 129.287, 8.333, 20.879 False
178.782, 129.290, 8.333, 20.912 False
178.504, 129.294, 8.333, 20.945 False
178.226, 129.297, 8.333, 20.978 False
177.948, 129.301, 8.333, 21.011 False
177.671, 129.304, 8.333, 21.044 False
177.393, 129.308, 8.333, 21.077 False
177.115, 129.312, 8.333, 21.110 False
176.837, 129.315, 8.333, 21.143 False
176.560, 129.319, 8.333, 21.176 False
176.282, 129.322, 8.333, 21.209 False
176.004, 129.326, 8.333, 21.242 False
175.726, 129.329, 8.333, 21.275 False
175.449, 129.332, 8.333, 21.308 False
175.171, 129.335, 8.333, 21.341 False
174.893, 129.339, 8.330, 21.374 False
174.616, 129.342, 8.310, 21.407 False
174.340, 129.345, 8.281, 21.440 False
174.066, 129.348, 8.228, 21.473 False
173.794, 129.352, 8.143, 21.506 False
173.526, 129.355, 8.034, 21.539 False
173.262, 129.358, 7.904, 21.572 False
173.003, 129.361, 7.760, 21.605 False
172.750, 129.364, 7.604, 21.638 False
172.501, 129.367, 7.440, 21.671 False
172.259, 129.370, 7.271, 21.704 False
172.022, 129.372, 7.095, 21.737 False
171.790, 129.375, 6.921, 21.770 False
171.565, 129.378, 6.749, 21.803 False
171.344, 129.380, 6.586, 21.836 False
171.129, 129.382, 6.430, 21.869 False
170.919, 129.385, 6.286, 21.902 False
170.713, 129.387, 6.152, 21.935 False
